ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,1ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,14:32:07
終了時刻,2015-10-05,14:32:13
トリガ時刻,2015-10-05,14:32:08
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
1,2015/10/05,14:32:08,000000,+22.7,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2,2015/10/05,14:32:08,001000,+23.0,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
3,2015/10/05,14:32:08,002000,+25.3,+102.5,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4,2015/10/05,14:32:08,003000,+25.3,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
5,2015/10/05,14:32:08,004000,+25.3,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
6,2015/10/05,14:32:08,005000,+25.1,+102.4,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
7,2015/10/05,14:32:08,006000,+25.3,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
8,2015/10/05,14:32:08,007000,+25.7,+102.3,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
9,2015/10/05,14:32:08,008000,+25.5,+102.4,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
10,2015/10/05,14:32:08,009000,+25.5,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
11,2015/10/05,14:32:08,010000,+25.3,+102.2,+60.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
12,2015/10/05,14:32:08,011000,+25.6,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
13,2015/10/05,14:32:08,012000,+25.3,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
14,2015/10/05,14:32:08,013000,+26.0,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
15,2015/10/05,14:32:08,014000,+25.5,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
16,2015/10/05,14:32:08,015000,+25.2,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
17,2015/10/05,14:32:08,016000,+25.5,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
18,2015/10/05,14:32:08,017000,+25.3,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
19,2015/10/05,14:32:08,018000,+26.0,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
20,2015/10/05,14:32:08,019000,+25.5,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
21,2015/10/05,14:32:08,020000,+25.3,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
22,2015/10/05,14:32:08,021000,+25.2,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
23,2015/10/05,14:32:08,022000,+25.5,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
24,2015/10/05,14:32:08,023000,+25.1,+102.4,+60.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
25,2015/10/05,14:32:08,024000,+25.3,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
26,2015/10/05,14:32:08,025000,+25.5,+102.4,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
27,2015/10/05,14:32:08,026000,+25.7,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
28,2015/10/05,14:32:08,027000,+25.3,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
29,2015/10/05,14:32:08,028000,+25.4,+102.2,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
30,2015/10/05,14:32:08,029000,+25.3,+102.3,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
31,2015/10/05,14:32:08,030000,+25.4,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
32,2015/10/05,14:32:08,031000,+25.6,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
33,2015/10/05,14:32:08,032000,+25.9,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
34,2015/10/05,14:32:08,033000,+26.0,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
35,2015/10/05,14:32:08,034000,+25.5,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
36,2015/10/05,14:32:08,035000,+25.5,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
37,2015/10/05,14:32:08,036000,+25.5,+102.1,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
38,2015/10/05,14:32:08,037000,+25.8,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
39,2015/10/05,14:32:08,038000,+25.2,+102.3,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
40,2015/10/05,14:32:08,039000,+25.4,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
41,2015/10/05,14:32:08,040000,+25.0,+102.3,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
42,2015/10/05,14:32:08,041000,+25.5,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
43,2015/10/05,14:32:08,042000,+25.3,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
44,2015/10/05,14:32:08,043000,+25.0,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
45,2015/10/05,14:32:08,044000,+25.5,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
46,2015/10/05,14:32:08,045000,+25.7,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
47,2015/10/05,14:32:08,046000,+25.5,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
48,2015/10/05,14:32:08,047000,+25.0,+102.5,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
49,2015/10/05,14:32:08,048000,+25.5,+102.4,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
50,2015/10/05,14:32:08,049000,+25.6,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
51,2015/10/05,14:32:08,050000,+25.7,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
52,2015/10/05,14:32:08,051000,+25.4,+102.4,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
53,2015/10/05,14:32:08,052000,+25.7,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
54,2015/10/05,14:32:08,053000,+25.8,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
