ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,1ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,15:28:35
終了時刻,2015-10-05,15:28:40
トリガ時刻,2015-10-05,15:28:35
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
1,2015/10/05,15:28:35,000000,+25.7,+102.0,+97.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2,2015/10/05,15:28:35,001000,+25.9,+101.9,+97.13,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
3,2015/10/05,15:28:35,002000,+26.0,+102.0,+97.17,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4,2015/10/05,15:28:35,003000,+26.2,+102.0,+97.11,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
5,2015/10/05,15:28:35,004000,+25.9,+102.0,+97.17,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
6,2015/10/05,15:28:35,005000,+25.7,+101.7,+97.13,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
7,2015/10/05,15:28:35,006000,+26.4,+102.0,+97.16,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
8,2015/10/05,15:28:35,007000,+26.1,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
9,2015/10/05,15:28:35,008000,+25.7,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
10,2015/10/05,15:28:35,009000,+25.5,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
11,2015/10/05,15:28:35,010000,+25.9,+101.9,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
12,2015/10/05,15:28:35,011000,+25.2,+102.1,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
13,2015/10/05,15:28:35,012000,+25.6,+102.0,+97.16,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
14,2015/10/05,15:28:35,013000,+25.3,+101.8,+97.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
15,2015/10/05,15:28:35,014000,+26.1,+101.7,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
16,2015/10/05,15:28:35,015000,+25.4,+102.1,+97.17,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
17,2015/10/05,15:28:35,016000,+25.7,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
18,2015/10/05,15:28:35,017000,+25.5,+101.8,+97.16,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
19,2015/10/05,15:28:35,018000,+25.9,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
20,2015/10/05,15:28:35,019000,+26.0,+102.1,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
21,2015/10/05,15:28:35,020000,+26.0,+102.1,+97.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
22,2015/10/05,15:28:35,021000,+25.8,+101.9,+97.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
23,2015/10/05,15:28:35,022000,+25.6,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
24,2015/10/05,15:28:35,023000,+25.8,+102.1,+97.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
25,2015/10/05,15:28:35,024000,+25.7,+101.8,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
26,2015/10/05,15:28:35,025000,+26.2,+102.0,+97.13,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
27,2015/10/05,15:28:35,026000,+26.1,+102.1,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
28,2015/10/05,15:28:35,027000,+26.0,+102.0,+97.16,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
29,2015/10/05,15:28:35,028000,+25.6,+102.1,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
30,2015/10/05,15:28:35,029000,+25.9,+101.9,+97.16,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
31,2015/10/05,15:28:35,030000,+25.8,+101.9,+97.17,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
32,2015/10/05,15:28:35,031000,+25.9,+102.0,+97.12,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
33,2015/10/05,15:28:35,032000,+25.7,+101.8,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
34,2015/10/05,15:28:35,033000,+25.7,+102.1,+97.16,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
35,2015/10/05,15:28:35,034000,+25.4,+101.9,+97.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
36,2015/10/05,15:28:35,035000,+25.5,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
37,2015/10/05,15:28:35,036000,+25.5,+102.0,+97.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
