ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,1ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,15:06:01
終了時刻,2015-10-05,15:06:06
トリガ時刻,2015-10-05,15:06:01
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
1,2015/10/05,15:06:01,000000,+25.6,+102.4,+97.10,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2,2015/10/05,15:06:01,001000,+25.6,+102.5,+97.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
3,2015/10/05,15:06:01,002000,+25.5,+102.5,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4,2015/10/05,15:06:01,003000,+25.3,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
5,2015/10/05,15:06:01,004000,+25.6,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
6,2015/10/05,15:06:01,005000,+25.6,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
7,2015/10/05,15:06:01,006000,+26.1,+102.6,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
8,2015/10/05,15:06:01,007000,+25.3,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
9,2015/10/05,15:06:01,008000,+25.6,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
10,2015/10/05,15:06:01,009000,+26.1,+102.3,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
11,2015/10/05,15:06:01,010000,+25.8,+102.6,+97.09,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
12,2015/10/05,15:06:01,011000,+25.4,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
13,2015/10/05,15:06:01,012000,+25.3,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
14,2015/10/05,15:06:01,013000,+25.5,+102.6,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
15,2015/10/05,15:06:01,014000,+25.5,+102.6,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
16,2015/10/05,15:06:01,015000,+25.2,+102.5,+97.09,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
17,2015/10/05,15:06:01,016000,+25.6,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
18,2015/10/05,15:06:01,017000,+25.5,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
19,2015/10/05,15:06:01,018000,+25.1,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
20,2015/10/05,15:06:01,019000,+25.4,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
21,2015/10/05,15:06:01,020000,+25.6,+102.4,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
22,2015/10/05,15:06:01,021000,+25.6,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
23,2015/10/05,15:06:01,022000,+25.0,+102.5,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
24,2015/10/05,15:06:01,023000,+25.6,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
25,2015/10/05,15:06:01,024000,+25.8,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
26,2015/10/05,15:06:01,025000,+25.9,+102.4,+97.09,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
27,2015/10/05,15:06:01,026000,+25.6,+102.5,+97.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
28,2015/10/05,15:06:01,027000,+25.6,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
29,2015/10/05,15:06:01,028000,+25.6,+102.6,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
30,2015/10/05,15:06:01,029000,+25.7,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
31,2015/10/05,15:06:01,030000,+25.6,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
32,2015/10/05,15:06:01,031000,+25.5,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
33,2015/10/05,15:06:01,032000,+25.6,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
34,2015/10/05,15:06:01,033000,+25.6,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
35,2015/10/05,15:06:01,034000,+25.3,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
36,2015/10/05,15:06:01,035000,+25.5,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
37,2015/10/05,15:06:01,036000,+25.4,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
38,2015/10/05,15:06:01,037000,+25.6,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
39,2015/10/05,15:06:01,038000,+25.0,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
40,2015/10/05,15:06:01,039000,+25.3,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
41,2015/10/05,15:06:01,040000,+25.1,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
42,2015/10/05,15:06:01,041000,+25.5,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
43,2015/10/05,15:06:01,042000,+25.8,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
44,2015/10/05,15:06:01,043000,+25.9,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
45,2015/10/05,15:06:01,044000,+25.4,+102.6,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
46,2015/10/05,15:06:01,045000,+25.7,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
47,2015/10/05,15:06:01,046000,+25.5,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
48,2015/10/05,15:06:01,047000,+25.4,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
49,2015/10/05,15:06:01,048000,+26.0,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
50,2015/10/05,15:06:01,049000,+25.4,+102.6,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
51,2015/10/05,15:06:01,050000,+25.6,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
52,2015/10/05,15:06:01,051000,+25.8,+102.3,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
53,2015/10/05,15:06:01,052000,+25.7,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
54,2015/10/05,15:06:01,053000,+25.3,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
55,2015/10/05,15:06:01,054000,+25.5,+102.4,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
56,2015/10/05,15:06:01,055000,+25.9,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
57,2015/10/05,15:06:01,056000,+25.5,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
58,2015/10/05,15:06:01,057000,+25.5,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
59,2015/10/05,15:06:01,058000,+25.3,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
60,2015/10/05,15:06:01,059000,+25.5,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
61,2015/10/05,15:06:01,060000,+25.3,+102.2,+97.09,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
62,2015/10/05,15:06:01,061000,+25.5,+102.6,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
63,2015/10/05,15:06:01,062000,+25.3,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
64,2015/10/05,15:06:01,063000,+25.7,+102.3,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
65,2015/10/05,15:06:01,064000,+25.9,+102.5,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
66,2015/10/05,15:06:01,065000,+25.3,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
67,2015/10/05,15:06:01,066000,+25.2,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
68,2015/10/05,15:06:01,067000,+25.7,+102.2,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
69,2015/10/05,15:06:01,068000,+25.6,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
70,2015/10/05,15:06:01,069000,+25.9,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
71,2015/10/05,15:06:01,070000,+25.9,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
72,2015/10/05,15:06:01,071000,+25.9,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
73,2015/10/05,15:06:01,072000,+24.9,+102.3,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
74,2015/10/05,15:06:01,073000,+25.3,+102.6,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
75,2015/10/05,15:06:01,074000,+25.7,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
76,2015/10/05,15:06:01,075000,+25.2,+102.2,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
77,2015/10/05,15:06:01,076000,+25.8,+102.6,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
78,2015/10/05,15:06:01,077000,+25.4,+102.8,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
79,2015/10/05,15:06:01,078000,+25.1,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
80,2015/10/05,15:06:01,079000,+25.2,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
81,2015/10/05,15:06:01,080000,+25.3,+102.4,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
82,2015/10/05,15:06:01,081000,+25.3,+102.7,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
83,2015/10/05,15:06:01,082000,+25.9,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
84,2015/10/05,15:06:01,083000,+25.4,+102.4,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
85,2015/10/05,15:06:01,084000,+25.3,+102.6,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
86,2015/10/05,15:06:01,085000,+25.3,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
87,2015/10/05,15:06:01,086000,+25.7,+102.4,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
88,2015/10/05,15:06:01,087000,+25.8,+102.7,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
89,2015/10/05,15:06:01,088000,+25.5,+102.3,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
90,2015/10/05,15:06:01,089000,+25.6,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
91,2015/10/05,15:06:01,090000,+25.9,+102.6,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
92,2015/10/05,15:06:01,091000,+25.3,+102.6,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
93,2015/10/05,15:06:01,092000,+25.1,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
94,2015/10/05,15:06:01,093000,+24.9,+102.4,+97.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
95,2015/10/05,15:06:01,094000,+25.6,+102.4,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
96,2015/10/05,15:06:01,095000,+25.7,+102.5,+97.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
97,2015/10/05,15:06:01,096000,+25.2,+102.6,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
98,2015/10/05,15:06:01,097000,+25.6,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
99,2015/10/05,15:06:01,098000,+25.0,+102.5,+97.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
100,2015/10/05,15:06:01,099000,+25.3,+102.3,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
101,2015/10/05,15:06:01,100000,+25.3,+102.5,+97.07,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
