ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,2ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,14:08:34
終了時刻,2015-10-05,14:08:44
トリガ時刻,2015-10-05,14:08:34
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
1,2015/10/05,14:08:34,000000,+25.1,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2,2015/10/05,14:08:34,002000,+25.3,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
3,2015/10/05,14:08:34,004000,+25.4,+101.2,+99.85,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4,2015/10/05,14:08:34,006000,+25.3,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
5,2015/10/05,14:08:34,008000,+25.6,+101.1,+99.89,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
6,2015/10/05,14:08:34,010000,+24.6,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
7,2015/10/05,14:08:34,012000,+25.0,+101.1,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
8,2015/10/05,14:08:34,014000,+25.0,+101.1,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
9,2015/10/05,14:08:34,016000,+25.0,+101.2,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
10,2015/10/05,14:08:34,018000,+25.0,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
11,2015/10/05,14:08:34,020000,+24.6,+101.0,+99.90,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
12,2015/10/05,14:08:34,022000,+25.3,+101.2,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
13,2015/10/05,14:08:34,024000,+25.3,+101.1,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
14,2015/10/05,14:08:34,026000,+25.5,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
15,2015/10/05,14:08:34,028000,+25.5,+101.1,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
16,2015/10/05,14:08:34,030000,+25.0,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
17,2015/10/05,14:08:34,032000,+25.1,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
18,2015/10/05,14:08:34,034000,+25.1,+100.9,+99.89,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
19,2015/10/05,14:08:34,036000,+24.8,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
20,2015/10/05,14:08:34,038000,+25.5,+101.0,+99.85,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
21,2015/10/05,14:08:34,040000,+25.2,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
22,2015/10/05,14:08:34,042000,+25.9,+101.0,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
23,2015/10/05,14:08:34,044000,+25.0,+101.0,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
24,2015/10/05,14:08:34,046000,+25.8,+101.0,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
25,2015/10/05,14:08:34,048000,+25.3,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
26,2015/10/05,14:08:34,050000,+25.3,+101.2,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
27,2015/10/05,14:08:34,052000,+25.0,+101.1,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
28,2015/10/05,14:08:34,054000,+25.0,+101.2,+99.85,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
29,2015/10/05,14:08:34,056000,+25.0,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
30,2015/10/05,14:08:34,058000,+25.0,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
31,2015/10/05,14:08:34,060000,+25.3,+100.9,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
32,2015/10/05,14:08:34,062000,+25.3,+101.1,+99.85,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
33,2015/10/05,14:08:34,064000,+25.0,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
34,2015/10/05,14:08:34,066000,+25.6,+101.2,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
35,2015/10/05,14:08:34,068000,+25.0,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
36,2015/10/05,14:08:34,070000,+25.1,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
37,2015/10/05,14:08:34,072000,+25.1,+101.1,+99.83,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
38,2015/10/05,14:08:34,074000,+25.2,+101.1,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
39,2015/10/05,14:08:34,076000,+24.9,+101.0,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
40,2015/10/05,14:08:34,078000,+24.8,+101.2,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
41,2015/10/05,14:08:34,080000,+25.2,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
42,2015/10/05,14:08:34,082000,+25.1,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
43,2015/10/05,14:08:34,084000,+25.3,+101.0,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
44,2015/10/05,14:08:34,086000,+25.6,+101.2,+99.84,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
45,2015/10/05,14:08:34,088000,+25.6,+101.1,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
46,2015/10/05,14:08:34,090000,+25.6,+101.2,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
47,2015/10/05,14:08:34,092000,+25.2,+101.2,+99.84,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
48,2015/10/05,14:08:34,094000,+25.0,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
49,2015/10/05,14:08:34,096000,+25.1,+101.0,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
50,2015/10/05,14:08:34,098000,+25.0,+101.0,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
51,2015/10/05,14:08:34,100000,+25.3,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
52,2015/10/05,14:08:34,102000,+25.0,+101.1,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
53,2015/10/05,14:08:34,104000,+25.1,+101.0,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
54,2015/10/05,14:08:34,106000,+25.4,+101.1,+99.84,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
55,2015/10/05,14:08:34,108000,+25.3,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
56,2015/10/05,14:08:34,110000,+25.3,+101.1,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
57,2015/10/05,14:08:34,112000,+25.0,+101.2,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
58,2015/10/05,14:08:34,114000,+25.0,+101.1,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
59,2015/10/05,14:08:34,116000,+25.0,+101.2,+99.88,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
60,2015/10/05,14:08:34,118000,+24.8,+101.1,+99.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
61,2015/10/05,14:08:34,120000,+25.3,+101.2,+99.85,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
62,2015/10/05,14:08:34,122000,+25.4,+101.1,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
63,2015/10/05,14:08:34,124000,+25.1,+101.0,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
64,2015/10/05,14:08:34,126000,+25.5,+101.2,+99.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
