ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,1ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,13:32:49
終了時刻,2015-10-05,13:32:55
トリガ時刻,2015-10-05,13:32:50
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
1,2015/10/05,13:32:50,000000,+25.1,+102.6,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2,2015/10/05,13:32:50,001000,+25.1,+102.4,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
3,2015/10/05,13:32:50,002000,+25.5,+102.3,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
4,2015/10/05,13:32:50,003000,+25.0,+102.2,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
5,2015/10/05,13:32:50,004000,+25.2,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
6,2015/10/05,13:32:50,005000,+25.1,+102.4,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
7,2015/10/05,13:32:50,006000,+25.2,+102.2,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
8,2015/10/05,13:32:50,007000,+25.5,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
9,2015/10/05,13:32:50,008000,+25.1,+102.2,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
10,2015/10/05,13:32:50,009000,+25.0,+102.3,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
11,2015/10/05,13:32:50,010000,+25.0,+102.3,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
12,2015/10/05,13:32:50,011000,+25.5,+102.3,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
13,2015/10/05,13:32:50,012000,+25.0,+102.4,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
14,2015/10/05,13:32:50,013000,+25.1,+102.2,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
15,2015/10/05,13:32:50,014000,+24.8,+102.3,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
16,2015/10/05,13:32:50,015000,+24.6,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
17,2015/10/05,13:32:50,016000,+25.2,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
18,2015/10/05,13:32:50,017000,+25.0,+102.4,+100.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
19,2015/10/05,13:32:50,018000,+25.1,+102.4,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
20,2015/10/05,13:32:50,019000,+25.5,+102.3,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
21,2015/10/05,13:32:50,020000,+25.1,+102.5,+100.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
22,2015/10/05,13:32:50,021000,+25.6,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
23,2015/10/05,13:32:50,022000,+25.8,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
24,2015/10/05,13:32:50,023000,+25.4,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
25,2015/10/05,13:32:50,024000,+25.4,+102.3,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
26,2015/10/05,13:32:50,025000,+25.6,+102.2,+100.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
27,2015/10/05,13:32:50,026000,+25.9,+102.2,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
28,2015/10/05,13:32:50,027000,+25.4,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
29,2015/10/05,13:32:50,028000,+25.1,+102.5,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
30,2015/10/05,13:32:50,029000,+25.5,+102.3,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
31,2015/10/05,13:32:50,030000,+25.4,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
32,2015/10/05,13:32:50,031000,+24.8,+102.2,+100.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
33,2015/10/05,13:32:50,032000,+24.7,+102.4,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
34,2015/10/05,13:32:50,033000,+25.6,+102.3,+100.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
35,2015/10/05,13:32:50,034000,+24.9,+102.3,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
36,2015/10/05,13:32:50,035000,+25.2,+102.2,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
37,2015/10/05,13:32:50,036000,+25.4,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
38,2015/10/05,13:32:50,037000,+25.1,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
39,2015/10/05,13:32:50,038000,+25.6,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
40,2015/10/05,13:32:50,039000,+25.5,+102.5,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
41,2015/10/05,13:32:50,040000,+25.4,+102.6,+100.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
42,2015/10/05,13:32:50,041000,+25.4,+102.3,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
43,2015/10/05,13:32:50,042000,+25.5,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
44,2015/10/05,13:32:50,043000,+25.4,+102.2,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
45,2015/10/05,13:32:50,044000,+25.4,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
46,2015/10/05,13:32:50,045000,+25.0,+102.2,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
47,2015/10/05,13:32:50,046000,+24.8,+102.2,+100.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
48,2015/10/05,13:32:50,047000,+25.2,+102.2,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
49,2015/10/05,13:32:50,048000,+25.5,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
50,2015/10/05,13:32:50,049000,+25.1,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
51,2015/10/05,13:32:50,050000,+24.9,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
52,2015/10/05,13:32:50,051000,+25.1,+102.5,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
53,2015/10/05,13:32:50,052000,+24.8,+102.4,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
54,2015/10/05,13:32:50,053000,+25.2,+102.4,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
55,2015/10/05,13:32:50,054000,+25.2,+102.2,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
56,2015/10/05,13:32:50,055000,+25.0,+102.4,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
57,2015/10/05,13:32:50,056000,+25.1,+102.2,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
58,2015/10/05,13:32:50,057000,+25.3,+102.3,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
59,2015/10/05,13:32:50,058000,+25.2,+102.2,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
60,2015/10/05,13:32:50,059000,+25.6,+102.3,+100.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
61,2015/10/05,13:32:50,060000,+24.9,+102.5,+100.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
62,2015/10/05,13:32:50,061000,+25.1,+102.3,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
63,2015/10/05,13:32:50,062000,+25.5,+102.2,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
64,2015/10/05,13:32:50,063000,+25.8,+102.5,+100.04,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
65,2015/10/05,13:32:50,064000,+25.3,+102.4,+100.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
66,2015/10/05,13:32:50,065000,+24.9,+102.2,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
67,2015/10/05,13:32:50,066000,+25.0,+102.5,+100.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
68,2015/10/05,13:32:50,067000,+25.5,+102.3,+100.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
